"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
"73" 1 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 116 -0.976731527155172
"74" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 40 -0.0944427829
"75" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 7 -0.0775319951428571
"76" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 67 -0.926851616716418
"77" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 58 -0.0266761462068965
"78" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 16 0.886044443125
"79" 1 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 24 -0.789932778333333
"80" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 104 -0.965293196538462
"81" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 13 -0.990870748461538
"82" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 1 -0.9733557
"83" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 56 -0.779239503446429
"84" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 37 0.0443138513243243
"85" 1 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 30 -0.985039447333333
"86" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 48 -0.358080111440208
"87" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 63 -0.734968364624286
"88" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 3 -0.95805262
"89" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 138 -0.944626166811594
"90" 1 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 28 -0.964068363214286
"91" 1 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 62 -0.943373040483871
"92" 1 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 51 -0.987276113333333
"93" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 38 0.226256497263158
"94" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 22 -0.526776490909091
"95" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 56 -0.970755640892857
"96" 1 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 25 -0.9821470416
"97" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 53 -0.662792717641509
"98" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 76 -0.578917523276316
"99" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 47 -0.637304414610638
"100" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 59 -0.477459145303898
"101" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 63 -0.659059362857143
"102" 1 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 91 -0.528360414615385
"103" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 104 -0.652065579672115
"104" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 48 -0.825757823629167
"105" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 175 -0.539326545369143
"106" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 112 -0.844727300669643
"107" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 19 -0.589887824210526
"108" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 146 -0.581081444520548
"109" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 129 -0.43816670625969
"110" 1 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 84 -0.634963432504643
"111" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 60 -0.990371211166667
"112" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 173 -0.985422253121387
"113" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 85 -0.985725330823529
"114" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 85 -0.991350571176471
"115" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 21 -0.989813176666667
"116" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 35 -0.984567636571429
"117" 1 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 37 -0.984295464864865
"118" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 90 -0.978662102666667
"119" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 94 -0.986834267021277
"120" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 14 -0.99643906
"121" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 124 -0.760838951427419
"122" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 90 -0.228439741666667
"123" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 128 -0.938990182101562
"124" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 77 -0.987413177012987
"125" 1 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 106 -0.984410825471698
"126" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.0568355241086956
"127" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 10 -0.3497640263
"128" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 64 -0.98198767921875
"129" 1 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 92 0.126260525978261
"130" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 64 -0.97682937796875
"131" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 74 -0.98180616554054
"132" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 21 -0.989889417619048
"133" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 2 -0.984215115
"134" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 65 -0.711981290923077
"135" 1 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 39 -0.00280818530769231
"136" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 48 -0.991966181666667
"137" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 57 -0.229730946017474
"138" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 54 -0.827224635981481
"139" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 23 -0.987862659130435
"140" 1 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 136 -0.97995695867647
"141" 1 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 41 -0.996225374878049
"142" 1 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 64 -0.986872234375
"143" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 54 -0.991534192777778
"144" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 43 -0.256291155116279
"145" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 24 -0.722548187916667
"146" 1 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 69 -0.988207455072464
"147" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 23 -0.987941196521739
"148" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 61 -0.761065220704918
"149" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 80 -0.5263053785
"150" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 78 -0.776917173901282
"151" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 46 -0.228761661765217
"152" 1 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 84 -0.813887883178572
"153" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 60 0.208115678066667
"154" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 126 0.113440582104762
"155" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 156 -0.40518178348141
"156" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 151 -0.534692591455629
"157" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 248 -0.123327755367218
"158" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 212 -0.200476649611321
"159" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 214 -0.261444709504673
"160" 1 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 76 -0.295784399986842
"161" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 69 -0.105180648388406
"162" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 153 0.00703437986326144
"163" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 59 0.0053317337440678
"164" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 19 -0.345617578684211
"165" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 62 -0.431319748548387
"166" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 154 -0.601064801688312
"167" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 206 -0.347376260868932
"168" 1 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 105 -0.260837508971429
"169" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 112 -0.200931127278571
"170" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 299 -0.171097693738796
"171" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 201 -0.0808912330915423
"172" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 159 -0.116901391646855
"173" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 17 -0.0683657202352941
"174" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 25 -0.09201582076
"175" 1 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 65 -0.0756623113092308
"176" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 69 -0.238470227534783
"177" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 100 -0.63838610969
"178" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 35 -0.453023475428571
"179" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 79 0.866289484811392
"180" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 74 0.0787108273459459
"181" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 178 -0.117187174368539
"182" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 40 -0.080071293125
"183" 1 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 6 -0.402842355
"184" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 48 -0.48437479875
"185" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 86 -0.179963480443023
"186" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 50 0.08455580544
"187" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 32 -0.51460274375
"188" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 111 -0.284379172427928
"189" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 80 -0.2335704473425
"190" 1 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 142 -0.329448391362817
"191" 1 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 136 -0.107116188785368
"192" 1 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 69 -0.0214640338342029
"193" 1 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 15 -0.226947216
"194" 1 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 90 -0.259160187577778
"195" 1 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 85 -0.287759936152941
"196" 1 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 48 -0.187948637498125
"197" 1 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 47 -0.152775043240426
"198" 1 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 27 -0.256811674074074
"199" 1 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 70 -0.311885975285714
"200" 1 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 64 -0.3906305159375
"201" 1 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 83 -0.342347496024096
"202" 1 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 41 -0.354317745121951
"203" 1 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 39 -0.0199531892307692
"204" 1 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 146 -0.0142268586212329
"205" 1 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 117 -0.0447582904623932
"206" 1 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 55 -0.054799915762
"207" 1 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 147 -0.290543235564558
"208" 1 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 139 -0.256481349374101
"209" 1 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 124 -0.236029078362903
"210" 1 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 240 -0.171915381167083
"211" 1 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 290 -0.130683842069448
"212" 1 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 120 -0.172740958108333
"213" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 164 -0.0392093095597561
"214" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 127 -0.186417256590787
"215" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 5 0.0115656812
"216" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 87 0.114544184581609
"217" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 133 -0.504704648663158
"218" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 60 -0.164636497920833
"219" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 81 -0.0574697566790124
"220" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 132 -0.0739988011227273
"221" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 126 -0.191229881957936
"222" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 16 -0.12045544118125
"223" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 25 -0.104803160124
"224" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 73 -0.112389155716027
"225" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 37 -0.132117191724324
"226" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 12 -0.118029552583333
"227" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 49 -0.238443565306122
"228" 1 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 100 -0.57674737577
"229" 1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 47 -0.255219409659574
"230" 1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 76 -0.278554388796053
"231" 1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 71 -0.0685392351084507
"232" 1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 166 -0.0413282198688494
"233" 1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 38 -0.0441528753526316
"234" 1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 139 -0.0836734513669065
